country_code,employee_number,year,exports_value_in_dollars
LVA,10_49_EMPLOYEE,2014,3064.13
LVA,10_49_EMPLOYEE,2015,2624.42
LVA,10_49_EMPLOYEE,2016,2296.17
LVA,250MORE_EMPLOYEE,2008,2517.23
LVA,250MORE_EMPLOYEE,2009,1656.58
LVA,250MORE_EMPLOYEE,2010,1877.36
LVA,250MORE_EMPLOYEE,2011,2317.83
LVA,250MORE_EMPLOYEE,2012,2660.38
LVA,250MORE_EMPLOYEE,2013,2432.98
LVA,250MORE_EMPLOYEE,2014,2354.62
LVA,250MORE_EMPLOYEE,2015,2126.33
LVA,250MORE_EMPLOYEE,2016,2318.43
LVA,50_249_EMPLOYEE,2008,3288.09
LVA,50_249_EMPLOYEE,2009,2617.8
LVA,50_249_EMPLOYEE,2010,3004.68
LVA,50_249_EMPLOYEE,2011,4273.85
LVA,50_249_EMPLOYEE,2012,4761.67
LVA,50_249_EMPLOYEE,2013,5231.47
LVA,50_249_EMPLOYEE,2014,5112.13
LVA,50_249_EMPLOYEE,2015,4187.65
LVA,50_249_EMPLOYEE,2016,4306.45
LTU,0_9_EMPLOYEE,2008,1504.32
LTU,0_9_EMPLOYEE,2009,1246.54
LTU,0_9_EMPLOYEE,2010,1610.13
LTU,0_9_EMPLOYEE,2011,2379.98
LTU,0_9_EMPLOYEE,2012,2652.72
LTU,0_9_EMPLOYEE,2013,3250.48
LTU,0_9_EMPLOYEE,2014,3303.73
LTU,0_9_EMPLOYEE,2015,2881.88
LTU,0_9_EMPLOYEE,2016,2467.59
LTU,10_49_EMPLOYEE,2008,3046.79
LTU,10_49_EMPLOYEE,2009,2167.45
LTU,10_49_EMPLOYEE,2010,2733.06
LTU,10_49_EMPLOYEE,2011,3688.91
LTU,10_49_EMPLOYEE,2012,3892.37
LTU,10_49_EMPLOYEE,2013,4009.99
LTU,10_49_EMPLOYEE,2014,4165.55
LTU,10_49_EMPLOYEE,2015,3389.01
LTU,10_49_EMPLOYEE,2016,3439.24
LTU,250MORE_EMPLOYEE,2008,0
LTU,250MORE_EMPLOYEE,2009,6662.17
LTU,250MORE_EMPLOYEE,2010,8419.96
LTU,250MORE_EMPLOYEE,2011,11354.4
LTU,250MORE_EMPLOYEE,2012,11356.3
LTU,250MORE_EMPLOYEE,2013,11930
LTU,250MORE_EMPLOYEE,2014,10443.4
LTU,250MORE_EMPLOYEE,2015,8172.31
LTU,250MORE_EMPLOYEE,2016,7994.24
LTU,50_249_EMPLOYEE,2008,5803.54
LTU,50_249_EMPLOYEE,2009,0
LTU,50_249_EMPLOYEE,2010,5101.94
LTU,50_249_EMPLOYEE,2011,6155.66
LTU,50_249_EMPLOYEE,2012,6461.07
LTU,50_249_EMPLOYEE,2013,6856.18
LTU,50_249_EMPLOYEE,2014,6546.35
LTU,50_249_EMPLOYEE,2015,5637.52
LTU,50_249_EMPLOYEE,2016,5875.86
MLT,0_9_EMPLOYEE,2009,318.041
MLT,0_9_EMPLOYEE,2010,627.181
MLT,0_9_EMPLOYEE,2011,832.515
MLT,0_9_EMPLOYEE,2012,832.698
MLT,0_9_EMPLOYEE,2013,767.83
MLT,0_9_EMPLOYEE,2014,1099.94
MLT,0_9_EMPLOYEE,2015,1008.44
MLT,10_49_EMPLOYEE,2009,174.628
MLT,10_49_EMPLOYEE,2010,940.748
MLT,10_49_EMPLOYEE,2011,1160.3
MLT,10_49_EMPLOYEE,2012,886.432
MLT,10_49_EMPLOYEE,2013,573.431
MLT,10_49_EMPLOYEE,2014,165.722
MLT,10_49_EMPLOYEE,2015,296.729
MLT,250MORE_EMPLOYEE,2009,1472.47
MLT,250MORE_EMPLOYEE,2010,1781.3
MLT,250MORE_EMPLOYEE,2011,2054.28
MLT,250MORE_EMPLOYEE,2012,2021.54
MLT,250MORE_EMPLOYEE,2013,1942.07
MLT,250MORE_EMPLOYEE,2014,NA
MLT,250MORE_EMPLOYEE,2015,1079.96
MLT,50_249_EMPLOYEE,2009,248.718
MLT,50_249_EMPLOYEE,2010,283.493
MLT,50_249_EMPLOYEE,2011,311.111
MLT,50_249_EMPLOYEE,2012,505.2
MLT,50_249_EMPLOYEE,2013,353.263
MLT,50_249_EMPLOYEE,2014,304.076
MLT,50_249_EMPLOYEE,2015,216.872
ROU,0_9_EMPLOYEE,2008,6883.99
ROU,0_9_EMPLOYEE,2009,5990.14
ROU,0_9_EMPLOYEE,2010,3143.21
ROU,0_9_EMPLOYEE,2011,7034.43
ROU,0_9_EMPLOYEE,2012,4186.44
ROU,0_9_EMPLOYEE,2013,2992.21
ROU,0_9_EMPLOYEE,2014,9903.9
ROU,0_9_EMPLOYEE,2015,9830.45
ROU,0_9_EMPLOYEE,2016,9803.58
ROU,10_49_EMPLOYEE,2008,3845.1
ROU,10_49_EMPLOYEE,2009,3431.29
ROU,10_49_EMPLOYEE,2010,4018.2
ROU,10_49_EMPLOYEE,2011,4832.11
ROU,10_49_EMPLOYEE,2012,4561.81
ROU,10_49_EMPLOYEE,2013,5510.97
ROU,10_49_EMPLOYEE,2014,5690.61
ROU,10_49_EMPLOYEE,2015,4769.75
ROU,10_49_EMPLOYEE,2016,4299.97
ROU,250MORE_EMPLOYEE,2008,28925.3
ROU,250MORE_EMPLOYEE,2009,22819.5
ROU,250MORE_EMPLOYEE,2010,31764.1
ROU,250MORE_EMPLOYEE,2011,36544.8
ROU,250MORE_EMPLOYEE,2012,32124.9
ROU,250MORE_EMPLOYEE,2013,37541.6
ROU,250MORE_EMPLOYEE,2014,40867.5
ROU,250MORE_EMPLOYEE,2015,34447.3
ROU,250MORE_EMPLOYEE,2016,37209
ROU,50_249_EMPLOYEE,2008,9339.38
ROU,50_249_EMPLOYEE,2009,7698.07
ROU,50_249_EMPLOYEE,2010,9437.09
ROU,50_249_EMPLOYEE,2011,12850.3
ROU,50_249_EMPLOYEE,2012,11152.9
ROU,50_249_EMPLOYEE,2013,12864.9
ROU,50_249_EMPLOYEE,2014,11991
ROU,50_249_EMPLOYEE,2015,10283.9
ROU,50_249_EMPLOYEE,2016,10857.8
SVN,0_9_EMPLOYEE,2008,2710.09
SVN,0_9_EMPLOYEE,2009,2351.61
SVN,0_9_EMPLOYEE,2010,2256.09
SVN,0_9_EMPLOYEE,2011,2722.84
SVN,0_9_EMPLOYEE,2012,2723.62
SVN,0_9_EMPLOYEE,2013,3096.11
SVN,0_9_EMPLOYEE,2014,NA
SVN,0_9_EMPLOYEE,2015,3212.08
SVN,0_9_EMPLOYEE,2016,3150.38
SVN,10_49_EMPLOYEE,2008,3149.31
SVN,10_49_EMPLOYEE,2009,2267.15
SVN,10_49_EMPLOYEE,2010,2718.99
SVN,10_49_EMPLOYEE,2011,3521.08
SVN,10_49_EMPLOYEE,2012,3184.16
SVN,10_49_EMPLOYEE,2013,3624.31
SVN,10_49_EMPLOYEE,2014,3669.62
SVN,10_49_EMPLOYEE,2015,3253.9
SVN,10_49_EMPLOYEE,2016,3445.87
SVN,250MORE_EMPLOYEE,2008,15281.2
SVN,250MORE_EMPLOYEE,2009,11284.8
SVN,250MORE_EMPLOYEE,2010,12271.4
SVN,250MORE_EMPLOYEE,2011,14052.7
SVN,250MORE_EMPLOYEE,2012,13186.7
SVN,250MORE_EMPLOYEE,2013,13199.3
SVN,250MORE_EMPLOYEE,2014,13634
SVN,250MORE_EMPLOYEE,2015,11691.2
SVN,250MORE_EMPLOYEE,2016,12061.5
SVN,50_249_EMPLOYEE,2008,5956.81
SVN,50_249_EMPLOYEE,2009,4866.52
SVN,50_249_EMPLOYEE,2010,5494.48
SVN,50_249_EMPLOYEE,2011,6211.95
SVN,50_249_EMPLOYEE,2012,5557.43
SVN,50_249_EMPLOYEE,2013,5969.97
SVN,50_249_EMPLOYEE,2014,6573.91
SVN,50_249_EMPLOYEE,2015,5558.1
SVN,50_249_EMPLOYEE,2016,5817.66
ISR,ALLSIZE,2013,66716.2
ISR,ALLSIZE,2014,68833.8
ISR,ALLSIZE,2015,64037.2
ISR,ALLSIZE,2016,60551.4
ISR,ALLSIZE,2017,60959.1
ISR,0_9_EMPLOYEE,2013,12746.5
ISR,0_9_EMPLOYEE,2014,13574.9
ISR,0_9_EMPLOYEE,2015,12351.7
ISR,0_9_EMPLOYEE,2016,12624.7
ISR,0_9_EMPLOYEE,2017,11992.4
ISR,10_49_EMPLOYEE,2013,12150.5
ISR,10_49_EMPLOYEE,2014,12866.7
ISR,10_49_EMPLOYEE,2015,10676.4
ISR,10_49_EMPLOYEE,2016,9030.69
ISR,10_49_EMPLOYEE,2017,9022.95
ISR,250MORE_EMPLOYEE,2013,32407.9
ISR,250MORE_EMPLOYEE,2014,33229.1
ISR,250MORE_EMPLOYEE,2015,32847.6
ISR,250MORE_EMPLOYEE,2016,30422.4
ISR,250MORE_EMPLOYEE,2017,31096.2
ISR,50_249_EMPLOYEE,2013,9411.24
ISR,50_249_EMPLOYEE,2014,9163.08
ISR,50_249_EMPLOYEE,2015,8161.42
ISR,50_249_EMPLOYEE,2016,8473.66
ISR,50_249_EMPLOYEE,2017,8847.59
ISL,ALLSIZE,2014,5059.01
ISL,ALLSIZE,2015,4746.26
ISL,ALLSIZE,2016,4450.15
ISL,0_9_EMPLOYEE,2014,584.865
ISL,0_9_EMPLOYEE,2015,647.333
ISL,0_9_EMPLOYEE,2016,633.065
ISL,10_49_EMPLOYEE,2014,1055.67
ISL,10_49_EMPLOYEE,2015,885.392
ISL,10_49_EMPLOYEE,2016,964.641
ISL,250MORE_EMPLOYEE,2014,2659.66
ISL,250MORE_EMPLOYEE,2015,2543.28
ISL,250MORE_EMPLOYEE,2016,2206.51
ISL,50_249_EMPLOYEE,2014,650.56
ISL,50_249_EMPLOYEE,2015,600.658
ISL,50_249_EMPLOYEE,2016,561.724
